link,product_name,price,discount,error,scraped_at
https://www.amazon.in/Non-Slip-Cutting-Antibacterial-Stainless-Chopping/dp/B092SGDZ1G?content-id=amzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%3Aamzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07&crid=2PBTLB7DRVSZC&cv_ct_cx=home%2Band%2Bkitchen%2Bproducts&keywords=home%2Band%2Bkitchen%2Bproducts&pd_rd_i=B092SGDZ1G&pd_rd_r=89062144-1b65-481d-b893-2327dcfc3bc7&pd_rd_w=gsCeY&pd_rd_wg=Or4XD&pf_rd_p=739e670d-dfb3-4be0-9815-d8c5c0372e07&pf_rd_r=V9NM0E1MTG1F04M38K92&qid=1756095359&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=home%2Band%2B%2Caps%2C327&sr=1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1&linkCode=ll1&tag=priceswoop04-21&linkId=1803e55198dd7a407accc2160ae15c34&language=en_IN&ref_=as_li_ss_tl,"Large Non-Slip Wooden Bamboo Cutting Board with Antibacterial Surface with Stainless Steel Handle, Chopping Board for Kitchen, Cutting Board for Kitchen (Wood)",₹203.00203.00,-80%,,2025-12-06 14:31:29
https://www.amazon.in/SOFTSPUN-Microfiber-Multi-Colour-Absorbent-Silverware/dp/B0CXM5DT52?crid=2PBTLB7DRVSZC&dib=eyJ2IjoiMSJ9.Lr36qeqE36OvibURzXmW1Q8bd_muv0mb8r71nbwdCd_QVbUAERY4qikBAZy203l4PmKTHhDVGmekuin0bzJR83boPHAuIImx7iI1PRvQv_MWWfIyeB7FB8iBCLOKUgwj4xbC4jh0iZbVV1GFzRltBpOJ-Vckcb9NPWq1FsxwnHuP1pJv0eCWB1NXGZdMoiUqGUPRlg6OSvJf1HRCpPz22eGid40E1qEXAiEiqwuKxB9MZQZEznT3YJ8MxWcUMRNRWJY41VK8fxh8Heuu_Mzn8uLXgu0FuyMBY3bV4IWcXIY.T3UIx17gOjYQrBxOKzo2yMYPmy-YNlKW5Jpku2fKo2I&dib_tag=se&keywords=home%2Band%2Bkitchen%2Bproducts&qid=1756095359&sprefix=home%2Band%2B%2Caps%2C327&sr=8-5&th=1&linkCode=ll1&tag=priceswoop04-21&linkId=ae56d81097cc9e47a68b147b579adb0b&language=en_IN&ref_=as_li_ss_tl,"SOFTSPUN Microfiber Cleaning Cloths, 12pcs 30x30cms 220 GSM Multi-Colour! Highly Absorbent Lint and Streak Free Multi -Purpose Wash Cloth for Kitchen Window Stainless Steel Silverware.",₹267.00267.00,-55%,,2025-12-06 14:31:29
https://www.amazon.in/Gala-Sponge-Wipe-Multicolor-Pieces/dp/B00M6P68NU?crid=2PBTLB7DRVSZC&dib=eyJ2IjoiMSJ9.Lr36qeqE36OvibURzXmW1Q8bd_muv0mb8r71nbwdCd_QVbUAERY4qikBAZy203l4PmKTHhDVGmekuin0bzJR83boPHAuIImx7iI1PRvQv_MWWfIyeB7FB8iBCLOKUgwj4xbC4jh0iZbVV1GFzRltBpOJ-Vckcb9NPWq1FsxwnHuP1pJv0eCWB1NXGZdMoiUqGUPRlg6OSvJf1HRCpPz22eGid40E1qEXAiEiqwuKxB9MZQZEznT3YJ8MxWcUMRNRWJY41VK8fxh8Heuu_Mzn8uLXgu0FuyMBY3bV4IWcXIY.T3UIx17gOjYQrBxOKzo2yMYPmy-YNlKW5Jpku2fKo2I&dib_tag=se&keywords=home%2Band%2Bkitchen%2Bproducts&qid=1756095359&sprefix=home%2Band%2B%2Caps%2C327&sr=8-4&th=1&linkCode=ll1&tag=priceswoop04-21&linkId=56ec3da8ccf57bab77aa058312456e02&language=en_IN&ref_=as_li_ss_tl,Gala Sponge Wipe for Kitchen 5 Pcs Pack (Multipurpose) (148995),₹209.00209.00,-25%,,2025-12-06 14:31:42
https://www.amazon.in/VYOOx-Bathroom-Cleaning-Handle-Kitchen/dp/B0C74C6821?crid=2PBTLB7DRVSZC&dib=eyJ2IjoiMSJ9.Lr36qeqE36OvibURzXmW1Q8bd_muv0mb8r71nbwdCd_QVbUAERY4qikBAZy203l4PmKTHhDVGmekuin0bzJR83boPHAuIImx7iI1PRvQv_MWWfIyeB7FB8iBCLOKUgwj4xbC4jh0iZbVV1GFzRltBpOJ-Vckcb9NPWq1FsxwnHuP1pJv0eCWB1NXGZdMoiUqGUPRlg6OSvJf1HRCpPz22eGid40E1qEXAiEiqwuKxB9MZQZEznT3YJ8MxWcUMRNRWJY41VK8fxh8Heuu_Mzn8uLXgu0FuyMBY3bV4IWcXIY.T3UIx17gOjYQrBxOKzo2yMYPmy-YNlKW5Jpku2fKo2I&dib_tag=se&keywords=home+and+kitchen+products&qid=1756095359&sprefix=home+and+%2Caps%2C327&sr=8-9&linkCode=ll1&tag=priceswoop04-21&linkId=a5acf814c248296dd73a8fd289c5fc0b&language=en_IN&ref_=as_li_ss_tl,VYOOx Toilet Cleaning Brush with Wiper Tiles Cleaning Bathroom Brush Floor Scrub Brush with Long Handle 120° Rotate 2IN1 Home Kitchen Bathroom Toilet Cleaning Brush Pack-1,₹222.00222.00,-63%,,2025-12-06 14:32:19
https://www.amazon.in/gp/product/B0000C73CQ?th=1&linkCode=ll1&tag=dealjolt-21&linkId=3b807d019619ec325026745725abd291&language=en_IN&ref_=as_li_ss_tl,,,,Could not find title or price. Page layout may be unexpected.,2025-12-06 14:34:39
https://www.amazon.in/gp/product/B01AJOFYCK?th=1&linkCode=ll1&tag=dealjolt-21&linkId=b84b93546f7aeda5e821550aaa8960d1&language=en_IN&ref_=as_li_ss_tl,Castrol Activ 20W-40 4T Engine Oil for Bikes with Synthetic Technology (1L) |3X Protection with Actibond Technology | Engine Protection for Bikes | API SN and JASO MA2,₹379.00379.00,-15%,,2025-12-06 14:32:20
https://www.amazon.in/gp/product/B07C7CVXQ9?th=1&linkCode=ll1&tag=dealjolt-21&linkId=c28233739be487fb46e0307aec6141ec&language=en_IN&ref_=as_li_ss_tl,Castrol Activ 20W-40 4T Engine Oil for Bikes with Synthetic Technology (900ML) | 3X Protection with Actibond Technology | Engine Protection for bikes | API SN and JASO MA2,₹350.00350.00,-14%,,2025-12-06 14:32:32
https://www.amazon.in/gp/product/B07QDNQK18?th=1&linkCode=ll1&tag=dealjolt-21&linkId=f475e5baaa3af5c68dfd94eec2489c93&language=en_IN&ref_=as_li_ss_tl,Castrol Activ 10W-30 4T Engine Oil for Bikes with Synthetic Technology (1L) |3X Protection with Actibond Technology | Engine Protection for Bikes | API SN and JASO MA2,₹389.00389.00,-14%,,2025-12-06 14:33:10
https://www.amazon.in/gp/product/B00R1P3B4O?&linkCode=ll1&tag=dealjolt-21&linkId=80aec9dde49de98c2499f6be6ab16028&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,₹699.00699.00,-13%,,2025-12-06 14:33:10
https://www.amazon.in/gp/product/B0BL1RP9RX?th=1&linkCode=ll1&tag=dealjolt-21&linkId=3dd8c2589774c294df2356b349fba840&language=en_IN&ref_=as_li_ss_tl,Castrol Activ 10W-30 4-AT Synthetic Engine Oil for Scooter 800 ML & Castrol Gear Oil 80W-90 for Scooter Gears 120 ML Combo Pack,₹419.00419.00,,,2025-12-06 14:33:38
https://www.amazon.in/gp/product/B0CZTWY2SW?&linkCode=ll1&tag=dealjolt-21&linkId=606272476212ba0ebfeec3aa384608ab&language=en_IN&ref_=as_li_ss_tl,"Philips OneBlade Gen Z Beard & Body Trimmer & Styler|Ideal for 1st Trim|Designed for Skin Comfort, No Nicks & Cuts, Dual Protect Tech| Acne Prone, Patchy Beard, Young Skin, QP 1624/10","₹1,799.001,799.00",-18%,,2025-12-06 14:33:59
https://www.amazon.in/gp/product/B085282C1R?th=1&linkCode=ll1&tag=dealjolt-21&linkId=61a3365030b2f6a5c783542ebad1387a&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Blush Pink),"₹8,499.00",,,2025-12-06 14:34:21
https://www.amazon.in/gp/product/B085286JCJ?th=1&linkCode=ll1&tag=dealjolt-21&linkId=9eca07928e05003ea0445254883f9310&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Lilac Purple),"₹5,999.005,999.00",-25%,,2025-12-06 14:34:28
https://www.amazon.in/gp/product/B0852844YB?&linkCode=ll1&tag=dealjolt-21&linkId=c72893d5933e85bdbea513d32d060ddc&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Charcoal Grey),"₹5,999.005,999.00",-25%,,2025-12-06 14:34:50
https://www.amazon.in/gp/product/B08TS97385?th=1&linkCode=ll1&tag=dealjolt-21&linkId=ad256dcd3b9e30979c75efb01989e4b1&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Lilac Purple) Gift Box with 10 Shots,"₹5,999.00",,,2025-12-06 14:35:32
https://www.amazon.in/gp/product/B07QCPZ5SW?th=1&linkCode=ll1&tag=dealjolt-21&linkId=87b280666002091ebd8ea27280b24ee5&language=en_IN&ref_=as_li_ss_tl,Castrol Activ 10W-30 4T Engine Oil for Bikes with Synthetic Technology (900ML) | 3X Protection with Actibond Technology | Engine Protection for Bikes | API SN and JASO MA2,₹385.00385.00,-10%,,2025-12-06 14:35:20
https://www.amazon.in/gp/product/B0B829CMMX?th=1&linkCode=ll1&tag=dealjolt-21&linkId=d423c0c583afad2fce279735f63a4fe6&language=en_IN&ref_=as_li_ss_tl,,,,"Page load failed: Message: timeout: Timed out receiving message from renderer: 4.750
  (Session info: chrome=143.0.7499.41)
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0xbd0d23
	0xbd0d64
	0x9be6dd
	0x9aed49
	0x9aea85
	0x9ac94f
	0x9ad456
	0x9ba09b
	0x9cbe5e
	0x9d1976
	0x9adad2
	0x9cbbd5
	0xa4de45
	0xa2b2e6
	0x9fd321
	0x9fe1d4
	0xe24d64
	0xe2031b
	0xe3cbfa
	0xbeac28
	0xbf2c2d
	0xbd9028
	0xbd91e9
	0xbc3578
	0x75785d49
	0x77d6d6cb
	0x77d6d651
",2025-12-06 14:35:03
https://www.amazon.in/gp/product/B085283V4X?&linkCode=ll1&tag=dealjolt-21&linkId=51935c3d190a67aec6c49a7a95f70689&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Ice White),"₹5,999.005,999.00",-25%,,2025-12-06 14:35:40
https://www.amazon.in/gp/product/B08TS993BC?th=1&linkCode=ll1&tag=dealjolt-21&linkId=6a835bfa89ab258dfe577a2e24c41196&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Blush Pink) Gift Box with 10 Shots,"₹7,198.00",,,2025-12-06 14:36:13
https://www.amazon.in/gp/product/B08TR25PDX?th=1&linkCode=ll1&tag=dealjolt-21&linkId=84ff88b362f51468e9483fd5ab247a17&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Charcoal Grey) Gift Box with 10 Shots,"₹6,499.006,499.00",-24%,,2025-12-06 14:36:12
https://www.amazon.in/gp/product/B0B8292914?th=1&linkCode=ll1&tag=dealjolt-21&linkId=87b0ee811c08e40c41379d35b4fbb775&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Blush Pink) Moments Box with 20 Shots,"₹8,499.00",,,2025-12-06 14:36:42
https://www.amazon.in/gp/product/B0B82SCR8K?th=1&linkCode=ll1&tag=dealjolt-21&linkId=e44e97b3f13a56d1f9d9031ee0723b41&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 11 Instant Camera (Ice White) Moments Box with 20 Shots,"₹6,999.006,999.00",-22%,,2025-12-06 14:36:30
https://www.amazon.in/gp/product/B0C9ZMXK1N?th=1&linkCode=ll1&tag=dealjolt-21&linkId=d4861637c8050bbce36baf9d23ecee86&language=en_IN&ref_=as_li_ss_tl,Fujifilm Instax Mini 12 Moments Box with 20 Shots- Green,"₹8,499.008,499.00",-26%,,2025-12-06 14:37:02
https://www.amazon.in/Amazon-Basics-All-Season-Windscreen-Concentrate/dp/B0CWFFN5MS?content-id=amzn1.sym.b5876297-ded6-4475-876b-d315610bb575%3Aamzn1.sym.b5876297-ded6-4475-876b-d315610bb575&dib=eyJ2IjoiMSJ9.Zl98AYk_LNl2CiXodli085oy9tqD6TE05Wqt5rb6kipV2wumWDtS7TViK86mR-hEjthu6FwfksTDjC2Kcg3xsJ1n0HGoDcBZOJcodeGL85X3XXvuc8zG7UVvZI-jACB9SrgJCCj_4S0uatIJuhLvb8iA9kgqvVm-uBbNEXLdoFzgXDb2z-ZEYvi9V2TjY8KosCvAOEd5oUKwuXoSmCF1fqGy4DoRSzyKRoQIasqgI0xeHl9405BJNKJTqeQ-qX2KLczJTi2Ujayb5G_yMxPSUgxas4JVeasuLd4KaBNB8ac.ZdIe74NUbwRAhPZU4wQHqiKKFaPhmMKwozjJ6NhDsPI&dib_tag=se&keywords=amazon+basics&pd_rd_r=3b965d7c-0a62-486f-8da0-ebe1c61a4ae3&pd_rd_w=CGkB3&pd_rd_wg=VgZOY&qid=1756087139&sr=8-8&linkCode=ll1&tag=dealjolt-21&linkId=9a968aa387ba2482cdf31be5e0e0e9b9&language=en_IN&ref_=as_li_ss_tl,Amazon Basics 250 ml All-Season Windscreen Washer Concentrate (1:50) | Ultimate Visibility Formula | Anti-Freeze Protection | Removes Grime & Bugs,₹289.00289.00,-47%,,2025-12-06 14:37:04
https://www.amazon.in/Amazon-Brand-Symbol-SY-S25-M-BGD-502-Light-Indigo-38/dp/B0FBGQGQC9?crid=LLD2FVGVGMJ6&dib=eyJ2IjoiMSJ9.Mj3dKqkwDpqOfzA4mDxPLEIB2qOEOQnHNtPkDmh5vFVt9falLY_XOQrl-7N6YOf9JjxmLcq4qZFKuEP3s19kCMtQ4ygpbhBBtY9zxE0XaRnkNPNSCPboV_OgRsxcOOK889rsT7B3SZRY9EXPu_i5PIb7rzINY6cyCagakZ3F5LdtQL506O8M5CNzJ9XNDXaos3lnPKXprtlm8xdRqOnHjG_eSUinH-3F3_UOyrBjop143OKxbdfeDxgAlR0dl7UjCT_l1M_CRgrbmqNEeGa_bfcDGpxmaShgdM_Moz2gBmQ.ZZv81sWPhRLmrhxcCxbu62fIPvt-xXkVbryS_CGHOBQ&dib_tag=se&keywords=amazon+brand&qid=1756087065&sprefix=amazon+bra%2Caps%2C306&sr=8-6&linkCode=ll1&tag=dealjolt-21&linkId=648c2429bbdfcb84a924b299aafb84be&language=en_IN&ref_=as_li_ss_tl,Amazon Brand - Symbol Men's Baggy Cargo Jeans (Loose Fit | 100% Cotton),₹849.00849.00,-66%,,2025-12-06 14:37:21
https://www.amazon.in/Amazon-Brand-Universe-Decoration-Birthday/dp/B0DJ3JKKC7?crid=LLD2FVGVGMJ6&dib=eyJ2IjoiMSJ9.Mj3dKqkwDpqOfzA4mDxPLEIB2qOEOQnHNtPkDmh5vFVt9falLY_XOQrl-7N6YOf9JjxmLcq4qZFKuEP3s19kCMtQ4ygpbhBBtY9zxE0XaRnkNPNSCPboV_OgRsxcOOK889rsT7B3SZRY9EXPu_i5PIb7rzINY6cyCagakZ3F5LdtQL506O8M5CNzJ9XNDXaos3lnPKXprtlm8xdRqOnHjG_eSUinH-3F3_UOyrBjop143OKxbdfeDxgAlR0dl7UjCT_l1M_CRgrbmqNEeGa_bfcDGpxmaShgdM_Moz2gBmQ.ZZv81sWPhRLmrhxcCxbu62fIPvt-xXkVbryS_CGHOBQ&dib_tag=se&keywords=amazon+brand&qid=1756087065&sprefix=amazon+bra%2Caps%2C306&sr=8-20&linkCode=ll1&tag=dealjolt-21&linkId=aff370b0736d20b3c4790968032a3bb6&language=en_IN&ref_=as_li_ss_tl,"Amazon Brand - Umi Apple metel LED Pixel Night Light | 360° Decorative Copper Wire LED Lights for Diwali, Christmas, Wedding, Party & Home Decoration | Bright Serial LED (3-Meter, Warm White)",₹199.00199.00,-80%,,2025-12-06 14:37:33
https://www.amazon.in/XYXX-Cotton-Modal-Matrix-Brief_3_Cascade/dp/B0FBX4Z3CK?crid=LLD2FVGVGMJ6&dib=eyJ2IjoiMSJ9.Mj3dKqkwDpqOfzA4mDxPLEIB2qOEOQnHNtPkDmh5vFVt9falLY_XOQrl-7N6YOf9JjxmLcq4qZFKuEP3s19kCMtQ4ygpbhBBtY9zxE0XaRnkNPNSCPboV_OgRsxcOOK889rsT7B3SZRY9EXPu_i5PIb7rzINY6cyCagakZ3F5LdtQL506O8M5CNzJ9XNDXaos3lnPKXprtlm8xdRqOnHjG_eSUinH-3F3_UOyrBjop143OKxbdfeDxgAlR0dl7UjCT_l1M_CRgrbmqNEeGa_bfcDGpxmaShgdM_Moz2gBmQ.ZZv81sWPhRLmrhxcCxbu62fIPvt-xXkVbryS_CGHOBQ&dib_tag=se&keywords=amazon%2Bbrand&qid=1756087065&sprefix=amazon%2Bbra%2Caps%2C306&sr=8-24-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&th=1&psc=1&linkCode=ll1&tag=dealjolt-21&linkId=f4e397afa80ae8bd0822915bc85a5362&language=en_IN&ref_=as_li_ss_tl,XYXX Metrix Cotton Modal Brief for Men | Snug Fit with Anti-roll no-Marks Waistband | Printed Underwear for Men Combo,₹999.00999.00,-17%,,2025-12-06 14:37:53
https://www.amazon.in/Amazon-Brand-Notebooks-Spiral-Bound-Lightweight/dp/B0C6KCTQ9D?crid=LLD2FVGVGMJ6&dib=eyJ2IjoiMSJ9.Mj3dKqkwDpqOfzA4mDxPLEIB2qOEOQnHNtPkDmh5vFVt9falLY_XOQrl-7N6YOf9JjxmLcq4qZFKuEP3s19kCMtQ4ygpbhBBtY9zxE0XaRnkNPNSCPboV_OgRsxcOOK889rsT7B3SZRY9EXPu_i5PIb7rzINY6cyCagakZ3F5LdtQL506O8M5CNzJ9XNDXaos3lnPKXprtlm8xdRqOnHjG_eSUinH-3F3_UOyrBjop143OKxbdfeDxgAlR0dl7UjCT_l1M_CRgrbmqNEeGa_bfcDGpxmaShgdM_Moz2gBmQ.ZZv81sWPhRLmrhxcCxbu62fIPvt-xXkVbryS_CGHOBQ&dib_tag=se&keywords=amazon%2Bbrand&qid=1756087065&sprefix=amazon%2Bbra%2Caps%2C306&sr=8-26&th=1&linkCode=ll1&tag=dealjolt-21&linkId=246e2d166df108f173a761b2dee38e18&language=en_IN&ref_=as_li_ss_tl,"Amazon Brand - Solimo Notebooks, Spiral-Bound, Lightweight, Vibrant Colours (A5, 100 Pages, 70 GSM, Set of 5)",₹309.00309.00,-59%,,2025-12-06 14:37:54
https://www.amazon.in/ShineXPro-Microfiber-Car-Cleaning-Cloth/dp/B09RWTYMCF?content-id=amzn1.sym.b5876297-ded6-4475-876b-d315610bb575%3Aamzn1.sym.b5876297-ded6-4475-876b-d315610bb575&dib=eyJ2IjoiMSJ9.Zl98AYk_LNl2CiXodli085oy9tqD6TE05Wqt5rb6kipV2wumWDtS7TViK86mR-hEjthu6FwfksTDjC2Kcg3xsJ1n0HGoDcBZOJcodeGL85X3XXvuc8zG7UVvZI-jACB9SrgJCCj_4S0uatIJuhLvb8iA9kgqvVm-uBbNEXLdoFzgXDb2z-ZEYvi9V2TjY8KosCvAOEd5oUKwuXoSmCF1fqGy4DoRSzyKRoQIasqgI0xeHl9405BJNKJTqeQ-qX2KLczJTi2Ujayb5G_yMxPSUgxas4JVeasuLd4KaBNB8ac.ZdIe74NUbwRAhPZU4wQHqiKKFaPhmMKwozjJ6NhDsPI&dib_tag=se&keywords=amazon%2Bbasics&pd_rd_r=3b965d7c-0a62-486f-8da0-ebe1c61a4ae3&pd_rd_w=CGkB3&pd_rd_wg=VgZOY&qid=1756087139&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll1&tag=dealjolt-21&linkId=3c6cd85bdc410148be399b7cd266929f&language=en_IN&ref_=as_li_ss_tl,,,,"Page load failed: Message: timeout: Timed out receiving message from renderer: 4.624
  (Session info: chrome=143.0.7499.41)
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0xbd0d23
	0xbd0d64
	0x9be6dd
	0x9aed49
	0x9aea85
	0x9ac94f
	0x9ad456
	0x9ba09b
	0x9cbe5e
	0x9d1976
	0x9adad2
	0x9cbbd5
	0xa4de45
	0xa2b2e6
	0x9fd321
	0x9fe1d4
	0xe24d64
	0xe2031b
	0xe3cbfa
	0xbeac28
	0xbf2c2d
	0xbd9028
	0xbd91e9
	0xbc3578
	0x75785d49
	0x77d6d6cb
	0x77d6d651
",2025-12-06 14:37:46
https://www.amazon.in/Amazon-Basics-Earphone-Carrying-Case/dp/B0CP92KKT4?content-id=amzn1.sym.b5876297-ded6-4475-876b-d315610bb575%3Aamzn1.sym.b5876297-ded6-4475-876b-d315610bb575&dib=eyJ2IjoiMSJ9.Zl98AYk_LNl2CiXodli085oy9tqD6TE05Wqt5rb6kipV2wumWDtS7TViK86mR-hEjthu6FwfksTDjC2Kcg3xsJ1n0HGoDcBZOJcodeGL85X3XXvuc8zG7UVvZI-jACB9SrgJCCj_4S0uatIJuhLvb8iA9kgqvVm-uBbNEXLdoFzgXDb2z-ZEYvi9V2TjY8KosCvAOEd5oUKwuXoSmCF1fqGy4DoRSzyKRoQIasqgI0xeHl9405BJNKJTqeQ-qX2KLczJTi2Ujayb5G_yMxPSUgxas4JVeasuLd4KaBNB8ac.ZdIe74NUbwRAhPZU4wQHqiKKFaPhmMKwozjJ6NhDsPI&dib_tag=se&keywords=amazon+basics&pd_rd_r=3b965d7c-0a62-486f-8da0-ebe1c61a4ae3&pd_rd_w=CGkB3&pd_rd_wg=VgZOY&qid=1756087139&sr=8-6&linkCode=ll1&tag=dealjolt-21&linkId=04e68f15ab44a4565d5261dd2dd3666d&language=en_IN&ref_=as_li_ss_tl,,,,"Page load failed: Message: timeout: Timed out receiving message from renderer: 4.581
  (Session info: chrome=143.0.7499.41)
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0xbd0d23
	0xbd0d64
	0x9be6dd
	0x9aed49
	0x9aea85
	0x9ac94f
	0x9ad456
	0x9ba09b
	0x9cbe5e
	0x9d1976
	0x9adad2
	0x9cbbd5
	0xa4de45
	0xa2b2e6
	0x9fd321
	0x9fe1d4
	0xe24d64
	0xe2031b
	0xe3cbfa
	0xbeac28
	0xbf2c2d
	0xbd9028
	0xbd91e9
	0xbc3578
	0x75785d49
	0x77d6d6cb
	0x77d6d651
",2025-12-06 14:37:58
https://www.amazon.in/Toiletry-Organizer-Cosmetics-Compartments-Water-Resistant/dp/B0CWXX3CJ5?content-id=amzn1.sym.b5876297-ded6-4475-876b-d315610bb575%3Aamzn1.sym.b5876297-ded6-4475-876b-d315610bb575&dib=eyJ2IjoiMSJ9.Zl98AYk_LNl2CiXodli085oy9tqD6TE05Wqt5rb6kipV2wumWDtS7TViK86mR-hEjthu6FwfksTDjC2Kcg3xsJ1n0HGoDcBZOJcodeGL85X3XXvuc8zG7UVvZI-jACB9SrgJCCj_4S0uatIJuhLvb8iA9kgqvVm-uBbNEXLdoFzgXDb2z-ZEYvi9V2TjY8KosCvAOEd5oUKwuXoSmCF1fqGy4DoRSzyKRoQIasqgI0xeHl9405BJNKJTqeQ-qX2KLczJTi2Ujayb5G_yMxPSUgxas4JVeasuLd4KaBNB8ac.ZdIe74NUbwRAhPZU4wQHqiKKFaPhmMKwozjJ6NhDsPI&dib_tag=se&keywords=amazon+basics&pd_rd_r=3b965d7c-0a62-486f-8da0-ebe1c61a4ae3&pd_rd_w=CGkB3&pd_rd_wg=VgZOY&qid=1756087139&sr=8-5&linkCode=ll1&tag=dealjolt-21&linkId=63693c0944fd1f517d1b9b53388eb55b&language=en_IN&ref_=as_li_ss_tl,,,,"Page load failed: Message: timeout: Timed out receiving message from renderer: 4.586
  (Session info: chrome=143.0.7499.41)
Stacktrace:
Symbols not available. Dumping unresolved backtrace:
	0xbd0d23
	0xbd0d64
	0x9be6dd
	0x9aed49
	0x9aea85
	0x9ac94f
	0x9ad456
	0x9ba09b
	0x9cbe5e
	0x9d1976
	0x9adad2
	0x9cbbd5
	0xa4de45
	0xa2b2e6
	0x9fd321
	0x9fe1d4
	0xe24d64
	0xe2031b
	0xe3cbfa
	0xbeac28
	0xbf2c2d
	0xbd9028
	0xbd91e9
	0xbc3578
	0x75785d49
	0x77d6d6cb
	0x77d6d651
",2025-12-06 14:38:10
